locus_tag	ftype	length_bp	gene	EC_number	COG	product
NIDNPDGF_01015	CDS	1032	pgm	5.4.2.2	COG0033	Phosphoglucomutase
NIDNPDGF_01016	gene	891	gltC			
NIDNPDGF_01016	CDS	891	gltC			HTH-type transcriptional regulator GltC
NIDNPDGF_01017	gene	447	cidA			
NIDNPDGF_01017	CDS	447	cidA			Holin-like protein CidA
NIDNPDGF_01018	gene	723				
NIDNPDGF_01018	CDS	723				hypothetical protein
NIDNPDGF_01019	gene	810				
NIDNPDGF_01019	CDS	810				hypothetical protein
NIDNPDGF_01020	gene	1299				
NIDNPDGF_01020	CDS	1299				hypothetical protein
NIDNPDGF_01021	gene	534				
NIDNPDGF_01021	CDS	534				hypothetical protein
NIDNPDGF_01022	gene	636				
NIDNPDGF_01022	CDS	636				hypothetical protein
NIDNPDGF_01023	gene	1128				
NIDNPDGF_01023	CDS	1128				hypothetical protein
NIDNPDGF_01024	gene	426				
NIDNPDGF_01024	CDS	426				hypothetical protein
NIDNPDGF_01025	gene	1029	sppA			
NIDNPDGF_01025	CDS	1029	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
NIDNPDGF_01026	gene	777				
NIDNPDGF_01026	CDS	777				hypothetical protein
NIDNPDGF_01027	gene	948	murK			
NIDNPDGF_01027	CDS	948	murK	2.7.1.-	COG2971	N-acetylmuramic acid/N-acetylglucosamine kinase
NIDNPDGF_01028	gene	516				
NIDNPDGF_01028	CDS	516				hypothetical protein
NIDNPDGF_01029	gene	234				
NIDNPDGF_01029	CDS	234				hypothetical protein
NIDNPDGF_01030	gene	945	prkC			
NIDNPDGF_01030	CDS	945	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
NIDNPDGF_01031	gene	1005				
NIDNPDGF_01031	CDS	1005				hypothetical protein
NIDNPDGF_01032	gene	1116	purR_2			
NIDNPDGF_01032	CDS	1116	purR_2			HTH-type transcriptional repressor PurR
NIDNPDGF_01033	gene	495				
NIDNPDGF_01033	CDS	495				hypothetical protein
NIDNPDGF_01034	gene	207				
NIDNPDGF_01034	CDS	207				hypothetical protein
NIDNPDGF_01035	gene	861				
NIDNPDGF_01035	CDS	861				hypothetical protein
NIDNPDGF_01036	gene	654	mocA			
NIDNPDGF_01036	CDS	654	mocA	2.7.7.76	COG2068	Molybdenum cofactor cytidylyltransferase
NIDNPDGF_01037	gene	918	pucA			
NIDNPDGF_01037	CDS	918	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
NIDNPDGF_01038	gene	1389				
NIDNPDGF_01038	CDS	1389				hypothetical protein
NIDNPDGF_01039	gene	396				
NIDNPDGF_01039	CDS	396				hypothetical protein
NIDNPDGF_01040	gene	210	fmt			
NIDNPDGF_01040	CDS	210	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
NIDNPDGF_01041	gene	1116				
NIDNPDGF_01041	CDS	1116			COG1680	putative protein
NIDNPDGF_01042	gene	228				
NIDNPDGF_01042	CDS	228				hypothetical protein
NIDNPDGF_01043	gene	1278				
NIDNPDGF_01043	CDS	1278				hypothetical protein
NIDNPDGF_01044	gene	822	dtd3			
NIDNPDGF_01044	CDS	822	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
NIDNPDGF_01045	gene	1530				
NIDNPDGF_01045	CDS	1530				hypothetical protein
NIDNPDGF_01046	gene	2616				
NIDNPDGF_01046	CDS	2616				hypothetical protein
NIDNPDGF_01047	gene	1200				
NIDNPDGF_01047	CDS	1200				hypothetical protein
NIDNPDGF_01048	gene	285				
NIDNPDGF_01048	CDS	285				hypothetical protein
NIDNPDGF_01049	gene	768				
NIDNPDGF_01049	CDS	768				hypothetical protein
NIDNPDGF_01050	gene	1695				
NIDNPDGF_01050	CDS	1695				hypothetical protein
NIDNPDGF_01051	gene	393	pstS1			
NIDNPDGF_01051	CDS	393	pstS1		COG0226	Phosphate-binding protein PstS 1
NIDNPDGF_01052	gene	1989	rpoB			
NIDNPDGF_01052	CDS	1989	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
NIDNPDGF_01053	gene	1173				
NIDNPDGF_01053	CDS	1173				hypothetical protein
NIDNPDGF_01054	gene	807	panC			
NIDNPDGF_01054	CDS	807	panC	6.3.2.1	COG0414	Pantothenate synthetase
NIDNPDGF_01055	gene	1254				
NIDNPDGF_01055	CDS	1254				hypothetical protein
NIDNPDGF_01056	gene	483	rsgI6			
NIDNPDGF_01056	CDS	483	rsgI6	3.2.1.8		Anti-sigma-I factor RsgI6
NIDNPDGF_01057	gene	153				
NIDNPDGF_01057	CDS	153				hypothetical protein
NIDNPDGF_01058	gene	90				
NIDNPDGF_01058	tRNA	90				tRNA-Ser(cga)
NIDNPDGF_01059	gene	444				
NIDNPDGF_01059	CDS	444				hypothetical protein
NIDNPDGF_01060	gene	390				
NIDNPDGF_01060	CDS	390				hypothetical protein
NIDNPDGF_01061	gene	720	rcsC_8			
NIDNPDGF_01061	CDS	720	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
NIDNPDGF_01062	gene	756	mlaE_2			
NIDNPDGF_01062	CDS	756	mlaE_2		COG0767	Intermembrane phospholipid transport system permease protein MlaE
NIDNPDGF_01063	gene	741	mkl_2			
NIDNPDGF_01063	CDS	741	mkl_2		COG1127	putative ribonucleotide transport ATP-binding protein mkl
NIDNPDGF_01064	gene	762				
NIDNPDGF_01064	CDS	762				hypothetical protein
NIDNPDGF_01065	gene	1146	ispD			
NIDNPDGF_01065	CDS	1146	ispD	2.7.7.60		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
NIDNPDGF_01066	gene	795				
NIDNPDGF_01066	CDS	795				hypothetical protein
NIDNPDGF_01067	gene	258	mntR			
NIDNPDGF_01067	CDS	258	mntR		COG1321	HTH-type transcriptional regulator MntR
NIDNPDGF_01068	gene	1647	vnfA			
NIDNPDGF_01068	CDS	1647	vnfA		COG3604	Nitrogen fixation protein VnfA
NIDNPDGF_01069	gene	210	mopII			
NIDNPDGF_01069	CDS	210	mopII			Molybdenum-pterin-binding protein 2
NIDNPDGF_01070	gene	870				
NIDNPDGF_01070	CDS	870				hypothetical protein
NIDNPDGF_01071	gene	303				
NIDNPDGF_01071	CDS	303				Ferredoxin, 2Fe-2S
NIDNPDGF_01072	gene	1362	nifB			
NIDNPDGF_01072	CDS	1362	nifB	4.-.-.-	COG0535	FeMo cofactor biosynthesis protein NifB
NIDNPDGF_01073	gene	1404	nifK_1			
NIDNPDGF_01073	CDS	1404	nifK_1	1.18.6.1		Nitrogenase molybdenum-iron protein beta chain
NIDNPDGF_01074	gene	1392	nifD			
NIDNPDGF_01074	CDS	1392	nifD	1.18.6.1		Nitrogenase molybdenum-iron protein alpha chain
NIDNPDGF_01075	gene	186	fdxA			
NIDNPDGF_01075	CDS	186	fdxA			Ferredoxin 7Fe
NIDNPDGF_01076	gene	468	nifK_2			
NIDNPDGF_01076	CDS	468	nifK_2	1.18.6.1		Nitrogenase molybdenum-iron protein beta chain
NIDNPDGF_01077	gene	74				
NIDNPDGF_01077	tRNA	74				tRNA-Met(cat)
NIDNPDGF_01078	gene	1581	comM			
NIDNPDGF_01078	CDS	1581	comM		COG0606	Competence protein ComM
NIDNPDGF_01079	gene	1401				
NIDNPDGF_01079	CDS	1401				hypothetical protein
NIDNPDGF_01080	gene	618	uup			
NIDNPDGF_01080	CDS	618	uup		COG0488	ABC transporter ATP-binding protein uup
NIDNPDGF_01081	gene	1359	narB			
NIDNPDGF_01081	CDS	1359	narB	1.7.5.1	COG0243	Nitrate reductase
NIDNPDGF_01082	gene	1047				
NIDNPDGF_01082	CDS	1047				hypothetical protein
NIDNPDGF_01083	gene	1137	petB_2			
NIDNPDGF_01083	CDS	1137	petB_2			Cytochrome bc complex cytochrome b subunit
NIDNPDGF_01084	gene	498	petC_2			
NIDNPDGF_01084	CDS	498	petC_2	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
NIDNPDGF_01085	gene	966				
NIDNPDGF_01085	CDS	966				hypothetical protein
NIDNPDGF_01086	gene	318	gap1			
NIDNPDGF_01086	CDS	318	gap1	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 1
NIDNPDGF_01087	gene	1215	pgk/tpi			
NIDNPDGF_01087	CDS	1215	pgk/tpi		COG0126	Bifunctional PGK/TIM
NIDNPDGF_01088	gene	729				
NIDNPDGF_01088	CDS	729				hypothetical protein
NIDNPDGF_01089	gene	378				
NIDNPDGF_01089	CDS	378				hypothetical protein
NIDNPDGF_01090	gene	522				
NIDNPDGF_01090	CDS	522				hypothetical protein
NIDNPDGF_01091	gene	525	sigE			
NIDNPDGF_01091	CDS	525	sigE		COG1595	ECF RNA polymerase sigma factor SigE
NIDNPDGF_01092	gene	99				
NIDNPDGF_01092	CDS	99				hypothetical protein
NIDNPDGF_01093	gene	456				
NIDNPDGF_01093	CDS	456				hypothetical protein
NIDNPDGF_01094	gene	564	hpt			
NIDNPDGF_01094	CDS	564	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
NIDNPDGF_01095	gene	1569	lnt			
NIDNPDGF_01095	CDS	1569	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
NIDNPDGF_01096	gene	312				
NIDNPDGF_01096	CDS	312				hypothetical protein
NIDNPDGF_01097	gene	744				
NIDNPDGF_01097	CDS	744				hypothetical protein
NIDNPDGF_01098	gene	1416	pyk			
NIDNPDGF_01098	CDS	1416	pyk	2.7.1.40		Pyruvate kinase
NIDNPDGF_01099	gene	1488				
NIDNPDGF_01099	CDS	1488				hypothetical protein
NIDNPDGF_01100	gene	264				
NIDNPDGF_01100	CDS	264				hypothetical protein
NIDNPDGF_01101	gene	1752				
NIDNPDGF_01101	CDS	1752				hypothetical protein
NIDNPDGF_01102	gene	942				
NIDNPDGF_01102	CDS	942				hypothetical protein
NIDNPDGF_01103	gene	1485				
NIDNPDGF_01103	CDS	1485				hypothetical protein
NIDNPDGF_01104	gene	645				
NIDNPDGF_01104	CDS	645				hypothetical protein
NIDNPDGF_01105	gene	966				
NIDNPDGF_01105	CDS	966				hypothetical protein
NIDNPDGF_01106	gene	1137				
NIDNPDGF_01106	CDS	1137				hypothetical protein
NIDNPDGF_01107	gene	267				
NIDNPDGF_01107	CDS	267				hypothetical protein
NIDNPDGF_01108	gene	1026	benM			
NIDNPDGF_01108	CDS	1026	benM			HTH-type transcriptional regulator BenM
NIDNPDGF_01109	gene	882	hcaB			
NIDNPDGF_01109	CDS	882	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
NIDNPDGF_01110	gene	813				
NIDNPDGF_01110	CDS	813		1.11.1.-	COG3253	Putative heme-dependent peroxidase
NIDNPDGF_01111	gene	192				
NIDNPDGF_01111	CDS	192		2.7.2.1		acetate kinase
NIDNPDGF_01112	gene	924				
NIDNPDGF_01112	CDS	924				hypothetical protein
NIDNPDGF_01113	gene	996	cbpA_1			
NIDNPDGF_01113	CDS	996	cbpA_1		COG2214	Curved DNA-binding protein
NIDNPDGF_01114	gene	519	grpE			
NIDNPDGF_01114	CDS	519	grpE		COG0576	Protein GrpE
NIDNPDGF_01115	gene	777	dnaK_1			
NIDNPDGF_01115	CDS	777	dnaK_1		COG0443	Chaperone protein DnaK
NIDNPDGF_01116	gene	888				
NIDNPDGF_01116	CDS	888				hypothetical protein
NIDNPDGF_01117	gene	1062				
NIDNPDGF_01117	CDS	1062				hypothetical protein
NIDNPDGF_01118	gene	1818				
NIDNPDGF_01118	CDS	1818				hypothetical protein
NIDNPDGF_01119	gene	690				
NIDNPDGF_01119	CDS	690				hypothetical protein
NIDNPDGF_01120	gene	525				
NIDNPDGF_01120	CDS	525				hypothetical protein
NIDNPDGF_01121	gene	792				
NIDNPDGF_01121	CDS	792				hypothetical protein
NIDNPDGF_01122	gene	468				
NIDNPDGF_01122	CDS	468				hypothetical protein
NIDNPDGF_01123	gene	267				
NIDNPDGF_01123	CDS	267				hypothetical protein
NIDNPDGF_01124	gene	1080				
NIDNPDGF_01124	CDS	1080				hypothetical protein
NIDNPDGF_01125	gene	2103				
NIDNPDGF_01125	CDS	2103		3.4.21.26		Prolyl endopeptidase
NIDNPDGF_01126	gene	444				
NIDNPDGF_01126	CDS	444				hypothetical protein
NIDNPDGF_01127	gene	642				
NIDNPDGF_01127	CDS	642				hypothetical protein
NIDNPDGF_01128	gene	750				
NIDNPDGF_01128	CDS	750				hypothetical protein
NIDNPDGF_01129	gene	1788	ogt			
NIDNPDGF_01129	CDS	1788	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
NIDNPDGF_01130	gene	504				
NIDNPDGF_01130	CDS	504				hypothetical protein
NIDNPDGF_01131	gene	507				
NIDNPDGF_01131	CDS	507				hypothetical protein
NIDNPDGF_01132	gene	2385	bepE			
NIDNPDGF_01132	CDS	2385	bepE			Efflux pump membrane transporter BepE
NIDNPDGF_01133	gene	153				
NIDNPDGF_01133	CDS	153				hypothetical protein
NIDNPDGF_01134	gene	420				
NIDNPDGF_01134	CDS	420				hypothetical protein
NIDNPDGF_01135	gene	588				
NIDNPDGF_01135	CDS	588				hypothetical protein
NIDNPDGF_01136	gene	999	menH			
NIDNPDGF_01136	CDS	999	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
NIDNPDGF_01137	gene	465	accB			
NIDNPDGF_01137	CDS	465	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
NIDNPDGF_01138	gene	1125				
NIDNPDGF_01138	CDS	1125				hypothetical protein
NIDNPDGF_01139	gene	1167	smc_1			
NIDNPDGF_01139	CDS	1167	smc_1			Chromosome partition protein Smc
NIDNPDGF_01140	gene	1038				
NIDNPDGF_01140	CDS	1038				hypothetical protein
NIDNPDGF_01141	gene	966				
NIDNPDGF_01141	CDS	966				hypothetical protein
NIDNPDGF_01142	gene	855				
NIDNPDGF_01142	CDS	855				hypothetical protein
NIDNPDGF_01143	gene	165				
NIDNPDGF_01143	CDS	165				hypothetical protein
NIDNPDGF_01144	gene	1782				
NIDNPDGF_01144	CDS	1782				hypothetical protein
NIDNPDGF_01145	gene	351	citT			
NIDNPDGF_01145	CDS	351	citT		COG4565	Transcriptional regulatory protein CitT
NIDNPDGF_01146	gene	1515				
NIDNPDGF_01146	CDS	1515				hypothetical protein
NIDNPDGF_01147	gene	495				
NIDNPDGF_01147	CDS	495				hypothetical protein
NIDNPDGF_01148	gene	2136				
NIDNPDGF_01148	CDS	2136				hypothetical protein
NIDNPDGF_01149	gene	333				
NIDNPDGF_01149	CDS	333				hypothetical protein
NIDNPDGF_01150	gene	1191				
NIDNPDGF_01150	CDS	1191				hypothetical protein
NIDNPDGF_01151	gene	831	nifH1			
NIDNPDGF_01151	CDS	831	nifH1	1.18.6.1		Nitrogenase iron protein 1
NIDNPDGF_01152	gene	327	glnB_2			
NIDNPDGF_01152	CDS	327	glnB_2		COG0347	Nitrogen regulatory protein P-II
NIDNPDGF_01153	gene	381	glnB_3			
NIDNPDGF_01153	CDS	381	glnB_3		COG0347	Nitrogen regulatory protein P-II
NIDNPDGF_01154	gene	675				
NIDNPDGF_01154	CDS	675				hypothetical protein
NIDNPDGF_01155	gene	1599				
NIDNPDGF_01155	CDS	1599				hypothetical protein
NIDNPDGF_01156	gene	1161	srkA			
NIDNPDGF_01156	CDS	1161	srkA	2.7.11.1	COG2334	Stress response kinase A
NIDNPDGF_01157	gene	924	uxuB			
NIDNPDGF_01157	CDS	924	uxuB	1.-.-.-	COG1028	putative oxidoreductase UxuB
NIDNPDGF_01158	gene	1218	uxuA			
NIDNPDGF_01158	CDS	1218	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
NIDNPDGF_01159	gene	813				
NIDNPDGF_01159	CDS	813				hypothetical protein
NIDNPDGF_01160	gene	1449	phrA			
NIDNPDGF_01160	CDS	1449	phrA	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
NIDNPDGF_01161	gene	789				
NIDNPDGF_01161	CDS	789				hypothetical protein
NIDNPDGF_01162	gene	1026				
NIDNPDGF_01162	CDS	1026				hypothetical protein
NIDNPDGF_01163	gene	1020	iolG_2			
NIDNPDGF_01163	CDS	1020	iolG_2	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
NIDNPDGF_01164	gene	723				
NIDNPDGF_01164	CDS	723				hypothetical protein
NIDNPDGF_01165	gene	210				
NIDNPDGF_01165	CDS	210				hypothetical protein
NIDNPDGF_01166	gene	216				
NIDNPDGF_01166	CDS	216				hypothetical protein
NIDNPDGF_01167	gene	138				
NIDNPDGF_01167	CDS	138				hypothetical protein
NIDNPDGF_01168	gene	624				
NIDNPDGF_01168	CDS	624				hypothetical protein
NIDNPDGF_01169	gene	630				
NIDNPDGF_01169	CDS	630				hypothetical protein
NIDNPDGF_01170	gene	1617	bepA_3			
NIDNPDGF_01170	CDS	1617	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
NIDNPDGF_01171	gene	1554	bepA_4			
NIDNPDGF_01171	CDS	1554	bepA_4	3.4.-.-		Beta-barrel assembly-enhancing protease
NIDNPDGF_01172	gene	645	serA			
NIDNPDGF_01172	CDS	645	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
NIDNPDGF_01173	gene	1281				
NIDNPDGF_01173	CDS	1281				hypothetical protein
NIDNPDGF_01174	gene	465				
NIDNPDGF_01174	CDS	465				hypothetical protein
NIDNPDGF_01175	gene	1131	dctA			
NIDNPDGF_01175	CDS	1131	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
NIDNPDGF_01176	gene	234				
NIDNPDGF_01176	CDS	234				hypothetical protein
NIDNPDGF_01177	gene	1299				
NIDNPDGF_01177	CDS	1299				hypothetical protein
NIDNPDGF_01178	gene	1230				
NIDNPDGF_01178	CDS	1230				hypothetical protein
NIDNPDGF_01179	gene	786	tatC			
NIDNPDGF_01179	CDS	786	tatC		COG0805	Sec-independent protein translocase protein TatC
NIDNPDGF_01180	gene	279	xseB			
NIDNPDGF_01180	CDS	279	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
NIDNPDGF_01181	gene	198				
NIDNPDGF_01181	CDS	198				hypothetical protein
NIDNPDGF_01182	gene	222				
NIDNPDGF_01182	CDS	222				hypothetical protein
NIDNPDGF_01183	gene	804				
NIDNPDGF_01183	CDS	804				hypothetical protein
NIDNPDGF_01184	gene	207				
NIDNPDGF_01184	CDS	207				hypothetical protein
NIDNPDGF_01185	gene	594				
NIDNPDGF_01185	CDS	594				hypothetical protein
NIDNPDGF_01186	gene	1227				
NIDNPDGF_01186	CDS	1227				hypothetical protein
NIDNPDGF_01187	gene	963				
NIDNPDGF_01187	CDS	963				hypothetical protein
NIDNPDGF_01188	gene	294				
NIDNPDGF_01188	CDS	294				hypothetical protein
NIDNPDGF_01189	gene	1182				
NIDNPDGF_01189	CDS	1182				hypothetical protein
NIDNPDGF_01190	gene	90				
NIDNPDGF_01190	CDS	90				hypothetical protein
NIDNPDGF_01191	gene	1044				
NIDNPDGF_01191	CDS	1044				hypothetical protein
NIDNPDGF_01192	gene	852	pstB			
NIDNPDGF_01192	CDS	852	pstB	7.3.2.1		Phosphate import ATP-binding protein PstB
NIDNPDGF_01193	gene	333				
NIDNPDGF_01193	CDS	333				hypothetical protein
NIDNPDGF_01194	gene	891	nusA_1			
NIDNPDGF_01194	CDS	891	nusA_1			Transcription termination/antitermination protein NusA
NIDNPDGF_01195	gene	573	rluE			
NIDNPDGF_01195	CDS	573	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
NIDNPDGF_01196	gene	1254	lhgD			
NIDNPDGF_01196	CDS	1254	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
NIDNPDGF_01197	gene	351				
NIDNPDGF_01197	CDS	351				hypothetical protein
NIDNPDGF_01198	gene	438				
NIDNPDGF_01198	CDS	438				hypothetical protein
NIDNPDGF_01199	gene	1011	rbsK			
NIDNPDGF_01199	CDS	1011	rbsK	2.7.1.15		Ribokinase
NIDNPDGF_01200	gene	801				
NIDNPDGF_01200	CDS	801				hypothetical protein
NIDNPDGF_01201	gene	444				
NIDNPDGF_01201	CDS	444				hypothetical protein
NIDNPDGF_01202	gene	249				
NIDNPDGF_01202	CDS	249				hypothetical protein
NIDNPDGF_01203	gene	1092	mqnC			
NIDNPDGF_01203	CDS	1092	mqnC	1.21.98.1	COG1060	Cyclic dehypoxanthine futalosine synthase
NIDNPDGF_01204	gene	339	mqnA			
NIDNPDGF_01204	CDS	339	mqnA	4.2.1.151		Chorismate dehydratase
NIDNPDGF_01205	gene	216				
NIDNPDGF_01205	CDS	216				hypothetical protein
NIDNPDGF_01206	gene	1062	pheS			
NIDNPDGF_01206	CDS	1062	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
NIDNPDGF_01207	gene	2799	ileS			
NIDNPDGF_01207	CDS	2799	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
NIDNPDGF_01208	gene	498	lspA			
NIDNPDGF_01208	CDS	498	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
NIDNPDGF_01209	gene	960	nadA			
NIDNPDGF_01209	CDS	960	nadA	2.5.1.72	COG0379	Quinolinate synthase A
NIDNPDGF_01210	gene	384	rplL			
NIDNPDGF_01210	CDS	384	rplL		COG0222	50S ribosomal protein L7/L12
NIDNPDGF_01211	gene	360	rplJ			
NIDNPDGF_01211	CDS	360	rplJ		COG0244	50S ribosomal protein L10
NIDNPDGF_01212	gene	825	proB			
NIDNPDGF_01212	CDS	825	proB	2.7.2.11		Glutamate 5-kinase
NIDNPDGF_01213	gene	783	rbn_2			
NIDNPDGF_01213	CDS	783	rbn_2	3.1.26.11		Ribonuclease BN
NIDNPDGF_01214	gene	447				
NIDNPDGF_01214	CDS	447				hypothetical protein
NIDNPDGF_01215	gene	501				
NIDNPDGF_01215	CDS	501				hypothetical protein
NIDNPDGF_01216	gene	840	ftsQ			
NIDNPDGF_01216	CDS	840	ftsQ			Cell division protein FtsQ
NIDNPDGF_01217	gene	807	ddlB			
NIDNPDGF_01217	CDS	807	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
NIDNPDGF_01218	gene	288				
NIDNPDGF_01218	CDS	288				hypothetical protein
NIDNPDGF_01219	gene	372				
NIDNPDGF_01219	CDS	372				hypothetical protein
NIDNPDGF_01220	gene	396				
NIDNPDGF_01220	CDS	396				hypothetical protein
NIDNPDGF_01221	gene	393	gmd_1			
NIDNPDGF_01221	CDS	393	gmd_1	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
NIDNPDGF_01222	gene	1002	gmd_2			
NIDNPDGF_01222	CDS	1002	gmd_2	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
NIDNPDGF_01223	gene	540				
NIDNPDGF_01223	CDS	540				hypothetical protein
NIDNPDGF_01224	gene	849	corA			
NIDNPDGF_01224	CDS	849	corA		COG0598	Magnesium transport protein CorA
NIDNPDGF_01225	gene	324				
NIDNPDGF_01225	CDS	324				hypothetical protein
NIDNPDGF_01226	gene	813	gloB			
NIDNPDGF_01226	CDS	813	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
NIDNPDGF_01227	gene	489				
NIDNPDGF_01227	CDS	489				hypothetical protein
NIDNPDGF_01228	gene	399				
NIDNPDGF_01228	CDS	399				hypothetical protein
NIDNPDGF_01229	gene	777	yfcA_1			
NIDNPDGF_01229	CDS	777	yfcA_1		COG0730	putative membrane transporter protein YfcA
NIDNPDGF_01230	gene	861				
NIDNPDGF_01230	CDS	861				hypothetical protein
NIDNPDGF_01231	gene	783				
NIDNPDGF_01231	CDS	783				hypothetical protein
NIDNPDGF_01232	gene	1248				
NIDNPDGF_01232	CDS	1248				hypothetical protein
NIDNPDGF_01233	gene	669				
NIDNPDGF_01233	CDS	669				hypothetical protein
NIDNPDGF_01234	gene	3048				
NIDNPDGF_01234	CDS	3048				hypothetical protein
NIDNPDGF_01235	gene	987				
NIDNPDGF_01235	CDS	987				hypothetical protein
NIDNPDGF_01236	gene	165	glnB_4			
NIDNPDGF_01236	CDS	165	glnB_4		COG0347	Nitrogen regulatory protein P-II
NIDNPDGF_01237	gene	348				
NIDNPDGF_01237	CDS	348				hypothetical protein
NIDNPDGF_01238	gene	76				
NIDNPDGF_01238	tRNA	76				tRNA-Gln(ctg)
NIDNPDGF_01239	gene	1632	malQ			
NIDNPDGF_01239	CDS	1632	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
NIDNPDGF_01240	gene	528				
NIDNPDGF_01240	CDS	528		3.6.1.-	COG0494	Nudix hydrolase
NIDNPDGF_01241	gene	723				
NIDNPDGF_01241	CDS	723				hypothetical protein
NIDNPDGF_01242	gene	1473	lpd_2			
NIDNPDGF_01242	CDS	1473	lpd_2	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
NIDNPDGF_01243	gene	93				
NIDNPDGF_01243	CDS	93				hypothetical protein
NIDNPDGF_01244	gene	1068				
NIDNPDGF_01244	CDS	1068				hypothetical protein
NIDNPDGF_01245	gene	462	flgH			
NIDNPDGF_01245	CDS	462	flgH			Flagellar L-ring protein
NIDNPDGF_01246	gene	1215	flgI			
NIDNPDGF_01246	CDS	1215	flgI			Flagellar P-ring protein
NIDNPDGF_01247	gene	429				
NIDNPDGF_01247	CDS	429				hypothetical protein
NIDNPDGF_01248	gene	219				
NIDNPDGF_01248	CDS	219				hypothetical protein
NIDNPDGF_01249	gene	1485				
NIDNPDGF_01249	CDS	1485				hypothetical protein
NIDNPDGF_01250	gene	708				
NIDNPDGF_01250	CDS	708				hypothetical protein
NIDNPDGF_01251	gene	1119				
NIDNPDGF_01251	CDS	1119				hypothetical protein
NIDNPDGF_01252	gene	1122				
NIDNPDGF_01252	CDS	1122				hypothetical protein
NIDNPDGF_01253	gene	441	fcl_1			
NIDNPDGF_01253	CDS	441	fcl_1	1.1.1.271		GDP-L-fucose synthase
NIDNPDGF_01254	gene	1305	dnaX			
NIDNPDGF_01254	CDS	1305	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit gamma/tau
NIDNPDGF_01255	gene	306				
NIDNPDGF_01255	CDS	306			COG0718	Nucleoid-associated protein
NIDNPDGF_01256	gene	624	recR			
NIDNPDGF_01256	CDS	624	recR		COG0353	Recombination protein RecR
NIDNPDGF_01257	gene	189				
NIDNPDGF_01257	CDS	189				hypothetical protein
NIDNPDGF_01258	gene	1197				
NIDNPDGF_01258	CDS	1197				hypothetical protein
NIDNPDGF_01259	gene	354				
NIDNPDGF_01259	CDS	354				hypothetical protein
NIDNPDGF_01260	gene	789	fliA			
NIDNPDGF_01260	CDS	789	fliA		COG1191	RNA polymerase sigma factor FliA
NIDNPDGF_01261	gene	315				
NIDNPDGF_01261	CDS	315				hypothetical protein
NIDNPDGF_01262	gene	2085	flhA			
NIDNPDGF_01262	CDS	2085	flhA		COG1298	Flagellar biosynthesis protein FlhA
NIDNPDGF_01263	gene	1008	iolE			
NIDNPDGF_01263	CDS	1008	iolE	4.2.1.44		Inosose dehydratase
NIDNPDGF_01264	gene	210				
NIDNPDGF_01264	CDS	210				hypothetical protein
NIDNPDGF_01265	gene	786				
NIDNPDGF_01265	CDS	786				hypothetical protein
NIDNPDGF_01266	gene	420				
NIDNPDGF_01266	CDS	420				hypothetical protein
NIDNPDGF_01267	gene	1284				
NIDNPDGF_01267	CDS	1284				hypothetical protein
NIDNPDGF_01268	gene	693	lolD_1			
NIDNPDGF_01268	CDS	693	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
